Order Date,Order ID,Customer ID,Customer Segment,Product,Category,Region,State,Sales,Quantity,Discount,Cost,Profit,Payment Method,Shipping Mode
2025-06-04,ORD-00922,CUST-10129,Consumer,Monitor 27,Electronics,South,Kerala,3065.48,4,0.05,2505.42,560.06,UPI,Standard
2025-03-02,ORD-00923,CUST-10016,Consumer,Tablet Air,Electronics,North,Delhi,2755.96,4,0.15,1945.81,810.15,Credit Card,Standard
2025-12-28,ORD-00924,CUST-10030,Corporate,Tablet Air,Electronics,East,Odisha,7982.58,6,0.15,5848.16,2134.41,Bank Transfer,Standard
2025-11-27,ORD-00925,CUST-10263,Corporate,Office Chair,Furniture,West,Rajasthan,2961.38,3,0.1,2014.19,947.18,Debit Card,Standard
2025-08-27,ORD-00926,CUST-10290,Corporate,Standing Desk,Furniture,West,Rajasthan,1036.77,1,0.1,653.9,382.87,Cash,Standard
2025-09-11,ORD-00927,CUST-10147,Corporate,Bookshelf,Furniture,West,Maharashtra,2686.09,3,0.1,1767.87,918.23,Credit Card,Standard
2025-12-08,ORD-00928,CUST-10329,Consumer,Office Chair,Furniture,South,Karnataka,2083.93,3,0.1,1778.93,305.0,Bank Transfer,Express
2025-06-23,ORD-00929,CUST-10325,Consumer,Monitor 27,Electronics,North,Punjab,9013.46,6,0.05,6063.27,2950.19,Debit Card,Express
2025-02-23,ORD-00930,CUST-10234,Corporate,Monitor 27,Electronics,North,Haryana,5520.56,6,0.1,4816.29,704.27,Credit Card,Standard
2025-08-10,ORD-00931,CUST-10204,Corporate,Smartphone X,Electronics,West,Goa,850.82,1,0.15,555.11,295.71,Cash,Express
2025-06-14,ORD-00932,CUST-10338,Consumer,Printer Paper,Office Supplies,East,Bihar,2169.16,6,0.05,1728.65,440.51,Bank Transfer,Standard
2025-10-19,ORD-00933,CUST-10214,Consumer,USB Hub,Accessories,East,West Bengal,451.58,1,0.1,339.67,111.91,Debit Card,Same Day
2025-10-09,ORD-00934,CUST-10327,Corporate,Mouse,Accessories,North,Punjab,2582.76,5,0.1,2037.95,544.8,Credit Card,Standard
2025-06-22,ORD-00935,CUST-10343,Corporate,Bookshelf,Furniture,North,Punjab,1777.98,3,0.1,1374.72,403.27,Cash,Express
2025-05-15,ORD-00936,CUST-10069,Small Business,Bookshelf,Furniture,West,Rajasthan,3600.19,3,0.0,2851.44,748.75,UPI,Same Day
2025-06-04,ORD-00937,CUST-10232,Consumer,Monitor 27,Electronics,South,Karnataka,4720.4,4,0.1,4020.2,700.21,UPI,Express
2025-08-19,ORD-00938,CUST-10256,Corporate,Desk Organizer,Office Supplies,West,Gujarat,845.68,3,0.15,633.45,212.23,UPI,Express
2025-08-21,ORD-00939,CUST-10288,Corporate,Printer Paper,Office Supplies,South,Tamil Nadu,2320.5,6,0.0,1393.12,927.38,Bank Transfer,Standard
2025-07-06,ORD-00940,CUST-10123,Consumer,Keyboard,Accessories,West,Gujarat,2666.2,7,0.05,1763.02,903.18,UPI,Express
2025-07-14,ORD-00941,CUST-10302,Consumer,USB Hub,Accessories,West,Goa,3088.66,6,0.0,2447.66,641.0,Bank Transfer,Standard
2025-12-29,ORD-00942,CUST-10171,Consumer,Bookshelf,Furniture,South,Telangana,3951.73,4,0.0,2877.74,1073.99,UPI,Standard
2025-04-03,ORD-00943,CUST-10136,Small Business,Desk Organizer,Office Supplies,West,Goa,1147.06,4,0.2,854.06,293.0,Bank Transfer,Same Day
2025-03-05,ORD-00944,CUST-10055,Consumer,Mouse,Accessories,East,Bihar,2067.74,4,0.1,1569.36,498.38,Bank Transfer,Standard
2025-10-19,ORD-00945,CUST-10113,Corporate,Laptop Pro,Electronics,East,Odisha,7826.99,6,0.05,5438.1,2388.88,Cash,Standard
2025-12-08,ORD-00946,CUST-10342,Corporate,Keyboard,Accessories,West,Maharashtra,1123.76,4,0.05,912.68,211.08,Credit Card,Same Day
2025-08-11,ORD-00947,CUST-10251,Consumer,Monitor 27,Electronics,North,Punjab,2931.17,4,0.2,2336.32,594.85,UPI,Standard
2025-05-27,ORD-00948,CUST-10255,Small Business,Keyboard,Accessories,South,Kerala,1691.58,3,0.05,1343.6,347.98,Bank Transfer,Standard
2025-05-08,ORD-00949,CUST-10314,Corporate,Desk Organizer,Office Supplies,South,Telangana,1077.24,3,0.1,855.97,221.27,Debit Card,Standard
2025-06-20,ORD-00950,CUST-10094,Consumer,Laptop Pro,Electronics,East,West Bengal,6222.58,4,0.05,5271.19,951.39,Cash,Express
2025-01-20,ORD-00951,CUST-10232,Corporate,Desk Organizer,Office Supplies,East,Jharkhand,951.22,5,0.0,721.61,229.61,UPI,Express
2025-07-12,ORD-00952,CUST-10131,Corporate,Laptop Pro,Electronics,West,Goa,3957.67,4,0.1,3443.65,514.02,Debit Card,Standard
2025-04-09,ORD-00953,CUST-10297,Consumer,Printer Paper,Office Supplies,West,Gujarat,2113.0,6,0.0,1301.1,811.9,UPI,Express
2025-04-07,ORD-00954,CUST-10148,Corporate,Notebook Pack,Office Supplies,West,Goa,1893.49,6,0.1,1457.21,436.28,Debit Card,Standard
2025-07-24,ORD-00955,CUST-10300,Corporate,Printer Paper,Office Supplies,South,Telangana,764.73,4,0.05,608.02,156.71,UPI,Express
2025-12-18,ORD-00956,CUST-10262,Consumer,Mouse,Accessories,South,Karnataka,3010.07,7,0.1,2176.78,833.29,Bank Transfer,Express
2025-03-17,ORD-00957,CUST-10271,Small Business,Monitor 27,Electronics,North,Delhi,1494.2,2,0.15,995.83,498.37,Bank Transfer,Same Day
2025-11-29,ORD-00958,CUST-10324,Corporate,Tablet Air,Electronics,East,Jharkhand,7567.89,7,0.1,5638.16,1929.73,UPI,Standard
2025-07-09,ORD-00959,CUST-10277,Corporate,Bookshelf,Furniture,East,Jharkhand,2146.46,3,0.0,1479.82,666.64,Debit Card,Standard
2025-12-22,ORD-00960,CUST-10113,Consumer,Laptop Pro,Electronics,East,Jharkhand,2867.07,4,0.1,2444.86,422.21,Debit Card,Standard
2025-05-20,ORD-00961,CUST-10183,Consumer,Office Chair,Furniture,East,Odisha,971.06,2,0.2,667.16,303.91,Bank Transfer,Standard
2025-12-30,ORD-00962,CUST-10166,Consumer,Laptop Pro,Electronics,East,Jharkhand,6024.98,4,0.05,3812.08,2212.9,Debit Card,Standard
2025-08-29,ORD-00963,CUST-10023,Corporate,Office Chair,Furniture,West,Rajasthan,3017.75,3,0.05,2272.11,745.64,Debit Card,Standard
2025-09-02,ORD-00964,CUST-10208,Corporate,Office Chair,Furniture,West,Gujarat,5041.1,5,0.15,3522.71,1518.39,Cash,Standard
2025-07-25,ORD-00965,CUST-10154,Corporate,Mouse,Accessories,South,Telangana,430.92,1,0.0,262.33,168.59,Debit Card,Same Day
2025-06-14,ORD-00966,CUST-10138,Consumer,Tablet Air,Electronics,East,West Bengal,6089.74,6,0.1,4563.97,1525.77,Cash,Standard
2025-07-11,ORD-00967,CUST-10039,Corporate,Mouse,Accessories,South,Karnataka,2340.88,7,0.15,1735.42,605.46,Cash,Standard
2025-11-07,ORD-00968,CUST-10177,Small Business,Standing Desk,Furniture,West,Rajasthan,3886.36,4,0.0,2456.02,1430.34,Cash,Express
2025-10-17,ORD-00969,CUST-10203,Corporate,Standing Desk,Furniture,North,Delhi,2849.62,4,0.1,2163.69,685.93,Cash,Standard
2025-01-09,ORD-00970,CUST-10037,Corporate,Bookshelf,Furniture,West,Goa,4769.85,5,0.1,3578.38,1191.47,Bank Transfer,Standard
2025-09-11,ORD-00971,CUST-10223,Small Business,Standing Desk,Furniture,West,Goa,2085.05,2,0.05,1693.24,391.82,Debit Card,Standard
2025-11-01,ORD-00972,CUST-10059,Consumer,Laptop Pro,Electronics,West,Rajasthan,7921.71,6,0.15,5453.87,2467.84,Debit Card,Standard
2025-09-29,ORD-00973,CUST-10051,Corporate,Standing Desk,Furniture,West,Goa,1435.21,2,0.0,939.53,495.68,Credit Card,Standard
2025-07-01,ORD-00974,CUST-10141,Small Business,Laptop Pro,Electronics,South,Telangana,5853.71,5,0.05,5065.6,788.11,Cash,Express
2025-05-03,ORD-00975,CUST-10137,Corporate,Standing Desk,Furniture,East,Bihar,1796.33,3,0.15,1344.31,452.02,Bank Transfer,Standard
2025-09-03,ORD-00976,CUST-10321,Consumer,Desk Organizer,Office Supplies,North,Uttar Pradesh,1142.48,6,0.0,671.94,470.54,Cash,Standard
2025-08-31,ORD-00977,CUST-10024,Small Business,Standing Desk,Furniture,East,Jharkhand,5272.49,6,0.15,4356.2,916.29,Bank Transfer,Standard
2025-05-17,ORD-00978,CUST-10123,Consumer,Keyboard,Accessories,East,West Bengal,914.92,2,0.0,584.66,330.26,Debit Card,Standard
2025-05-29,ORD-00979,CUST-10258,Consumer,Tablet Air,Electronics,East,West Bengal,6360.81,5,0.1,5189.22,1171.59,Credit Card,Standard
2025-05-15,ORD-00980,CUST-10088,Consumer,Keyboard,Accessories,West,Maharashtra,1209.77,4,0.0,957.59,252.18,Cash,Same Day
2025-01-17,ORD-00981,CUST-10344,Corporate,Printer Paper,Office Supplies,South,Telangana,1093.49,3,0.1,952.04,141.45,Bank Transfer,Standard
2025-01-12,ORD-00982,CUST-10261,Consumer,Keyboard,Accessories,South,Telangana,2580.18,5,0.15,2243.91,336.27,Cash,Standard
2025-01-31,ORD-00983,CUST-10332,Corporate,USB Hub,Accessories,North,Uttar Pradesh,2553.98,7,0.15,1691.56,862.42,Debit Card,Standard
2025-06-04,ORD-00984,CUST-10333,Small Business,Smartphone X,Electronics,East,West Bengal,1235.42,1,0.2,1000.61,234.81,Debit Card,Express
2025-07-06,ORD-00985,CUST-10039,Corporate,Bookshelf,Furniture,West,Gujarat,4524.2,7,0.1,3054.09,1470.11,UPI,Express
2025-05-30,ORD-00986,CUST-10161,Corporate,Tablet Air,Electronics,South,Karnataka,7272.91,6,0.15,5591.12,1681.79,UPI,Standard
2025-12-15,ORD-00987,CUST-10261,Small Business,Webcam,Accessories,East,Jharkhand,2046.31,4,0.1,1553.81,492.5,Bank Transfer,Express
2025-03-24,ORD-00988,CUST-10004,Small Business,Ink Cartridge,Office Supplies,West,Goa,1549.06,5,0.15,923.8,625.26,Credit Card,Standard
2025-05-24,ORD-00989,CUST-10159,Consumer,Tablet Air,Electronics,East,West Bengal,4034.7,3,0.1,2346.4,1688.3,UPI,Express
2025-04-01,ORD-00990,CUST-10241,Consumer,USB Hub,Accessories,South,Kerala,364.29,1,0.15,217.6,146.69,Bank Transfer,Standard
2025-04-20,ORD-00991,CUST-10278,Corporate,Tablet Air,Electronics,North,Punjab,7133.98,5,0.05,4411.53,2722.45,Bank Transfer,Express
2025-08-02,ORD-00992,CUST-10146,Small Business,Printer Paper,Office Supplies,North,Haryana,1818.28,6,0.1,1195.15,623.13,UPI,Express
2025-04-24,ORD-00993,CUST-10303,Corporate,Notebook Pack,Office Supplies,South,Kerala,381.0,2,0.1,324.65,56.36,Debit Card,Express
2025-04-26,ORD-00994,CUST-10236,Consumer,Smartphone X,Electronics,West,Gujarat,5115.3,6,0.0,3762.76,1352.54,Debit Card,Standard
2025-09-02,ORD-00995,CUST-10016,Corporate,Notebook Pack,Office Supplies,South,Kerala,2129.46,6,0.0,1744.17,385.29,UPI,Express
2025-10-31,ORD-00996,CUST-10098,Corporate,Keyboard,Accessories,East,Bihar,2319.15,6,0.2,1928.36,390.79,Bank Transfer,Express
2025-03-19,ORD-00997,CUST-10329,Corporate,Smartphone X,Electronics,North,Uttar Pradesh,3492.18,3,0.05,2795.43,696.75,Credit Card,Standard
2025-02-10,ORD-00998,CUST-10001,Small Business,Bookshelf,Furniture,West,Gujarat,3508.31,3,0.0,2446.75,1061.56,Cash,Standard
2025-03-29,ORD-00999,CUST-10038,Corporate,Tablet Air,Electronics,South,Tamil Nadu,3859.82,3,0.05,3239.0,620.82,UPI,Standard
2025-07-30,ORD-01000,CUST-10121,Corporate,Notebook Pack,Office Supplies,West,Gujarat,1543.2,6,0.05,1238.6,304.6,Cash,Standard
2025-12-17,ORD-01001,CUST-10348,Corporate,Laptop Pro,Electronics,West,Maharashtra,7108.4,7,0.1,5707.66,1400.74,UPI,Express
2025-02-28,ORD-01002,CUST-10247,Corporate,Mouse,Accessories,East,Bihar,1214.72,3,0.15,1033.09,181.63,Bank Transfer,Standard
2025-01-16,ORD-01003,CUST-10052,Corporate,Mouse,Accessories,West,Rajasthan,2959.33,7,0.2,2247.91,711.43,Bank Transfer,Express
2025-07-12,ORD-01004,CUST-10138,Corporate,Smartphone X,Electronics,West,Rajasthan,4560.14,4,0.1,3367.99,1192.15,Debit Card,Express
2025-12-28,ORD-01005,CUST-10329,Corporate,Standing Desk,Furniture,North,Punjab,2425.83,3,0.1,2054.8,371.03,Credit Card,Express
2025-07-21,ORD-01006,CUST-10077,Corporate,Printer Paper,Office Supplies,East,Bihar,327.58,1,0.05,234.66,92.92,UPI,Express
2025-12-04,ORD-01007,CUST-10202,Corporate,Notebook Pack,Office Supplies,South,Kerala,1444.91,5,0.15,1189.84,255.07,Credit Card,Standard
2025-08-23,ORD-01008,CUST-10163,Consumer,Conference Table,Furniture,East,Bihar,5585.68,5,0.0,3329.92,2255.75,Bank Transfer,Standard
2025-01-12,ORD-01009,CUST-10267,Corporate,Monitor 27,Electronics,North,Uttar Pradesh,5635.33,7,0.0,3270.67,2364.66,Bank Transfer,Standard
2025-06-06,ORD-01010,CUST-10264,Corporate,Monitor 27,Electronics,East,Jharkhand,6921.87,6,0.2,5111.72,1810.15,UPI,Express
2025-10-09,ORD-01011,CUST-10292,Consumer,Webcam,Accessories,North,Delhi,378.78,1,0.15,228.06,150.72,UPI,Same Day
2025-07-05,ORD-01012,CUST-10042,Consumer,Bookshelf,Furniture,North,Punjab,2292.51,4,0.05,2001.27,291.23,Debit Card,Standard
2025-03-13,ORD-01013,CUST-10159,Consumer,Mouse,Accessories,East,Bihar,2706.2,6,0.1,1574.06,1132.14,Debit Card,Same Day
2025-03-08,ORD-01014,CUST-10243,Small Business,Conference Table,Furniture,South,Tamil Nadu,3951.04,4,0.05,3142.83,808.21,Cash,Same Day
2025-08-31,ORD-01015,CUST-10147,Small Business,Webcam,Accessories,East,West Bengal,1705.97,4,0.05,1114.02,591.94,Bank Transfer,Standard
2025-06-19,ORD-01016,CUST-10234,Corporate,Laptop Pro,Electronics,West,Rajasthan,8423.43,6,0.05,7330.62,1092.81,Debit Card,Express
2025-07-29,ORD-01017,CUST-10223,Consumer,Monitor 27,Electronics,North,Punjab,5118.64,5,0.0,3554.7,1563.94,Debit Card,Express
2025-05-17,ORD-01018,CUST-10130,Corporate,USB Hub,Accessories,South,Kerala,1533.78,5,0.1,902.15,631.64,Bank Transfer,Standard
2025-05-04,ORD-01019,CUST-10036,Corporate,Mouse,Accessories,West,Maharashtra,1485.22,4,0.05,873.43,611.79,Debit Card,Standard
2025-09-01,ORD-01020,CUST-10340,Small Business,Tablet Air,Electronics,East,Odisha,2024.54,2,0.1,1510.33,514.21,Bank Transfer,Standard
2025-01-03,ORD-01021,CUST-10290,Consumer,Bookshelf,Furniture,South,Tamil Nadu,4102.94,4,0.0,3594.23,508.71,UPI,Express
2025-06-08,ORD-01022,CUST-10314,Consumer,Bookshelf,Furniture,North,Punjab,6313.74,7,0.2,5517.78,795.96,Cash,Standard
2025-05-16,ORD-01023,CUST-10105,Corporate,Conference Table,Furniture,South,Tamil Nadu,4692.26,5,0.1,3196.28,1495.98,Cash,Express
2025-10-12,ORD-01024,CUST-10111,Consumer,Laptop Pro,Electronics,East,Odisha,3857.17,5,0.15,2795.72,1061.45,Debit Card,Express
2025-09-23,ORD-01025,CUST-10114,Corporate,Webcam,Accessories,North,Uttar Pradesh,396.05,1,0.0,241.64,154.4,Debit Card,Express
2025-06-05,ORD-01026,CUST-10011,Corporate,Tablet Air,Electronics,East,Odisha,5627.42,7,0.1,4145.45,1481.96,Debit Card,Standard
2025-04-06,ORD-01027,CUST-10060,Consumer,Printer Paper,Office Supplies,South,Tamil Nadu,570.9,2,0.15,433.84,137.07,Cash,Standard
2025-03-28,ORD-01028,CUST-10108,Consumer,Tablet Air,Electronics,East,Bihar,6489.19,7,0.05,4252.49,2236.7,UPI,Standard
2025-03-19,ORD-01029,CUST-10346,Corporate,Laptop Pro,Electronics,North,Punjab,4923.42,4,0.0,3759.7,1163.73,Credit Card,Standard
2025-04-10,ORD-01030,CUST-10072,Small Business,Notebook Pack,Office Supplies,East,West Bengal,2389.81,7,0.05,2031.12,358.69,Bank Transfer,Standard
2025-10-05,ORD-01031,CUST-10178,Corporate,Standing Desk,Furniture,North,Delhi,6708.11,7,0.05,3892.63,2815.48,Bank Transfer,Standard
2025-01-17,ORD-01032,CUST-10192,Consumer,Printer Paper,Office Supplies,North,Punjab,1418.36,6,0.05,920.06,498.3,Credit Card,Standard
2025-01-10,ORD-01033,CUST-10126,Corporate,Smartphone X,Electronics,East,Jharkhand,7007.35,7,0.05,4505.56,2501.79,UPI,Standard
2025-07-17,ORD-01034,CUST-10322,Corporate,Keyboard,Accessories,South,Kerala,2339.52,5,0.05,1443.87,895.65,Debit Card,Standard
2025-03-23,ORD-01035,CUST-10033,Corporate,Notebook Pack,Office Supplies,East,West Bengal,1647.44,6,0.1,1037.61,609.83,Bank Transfer,Standard
2025-10-31,ORD-01036,CUST-10305,Corporate,USB Hub,Accessories,North,Haryana,610.78,2,0.0,468.94,141.84,Bank Transfer,Express
2025-10-02,ORD-01037,CUST-10261,Consumer,Smartphone X,Electronics,East,Odisha,1473.99,1,0.05,900.33,573.67,UPI,Standard
2025-10-08,ORD-01038,CUST-10108,Corporate,Office Chair,Furniture,East,Odisha,3243.88,4,0.1,2600.16,643.72,UPI,Same Day
2025-06-16,ORD-01039,CUST-10269,Corporate,Standing Desk,Furniture,East,Odisha,5246.31,6,0.0,4438.94,807.37,Credit Card,Express
2025-06-09,ORD-01040,CUST-10151,Consumer,Bookshelf,Furniture,West,Maharashtra,3918.4,6,0.05,3361.9,556.51,Debit Card,Standard
2025-06-05,ORD-01041,CUST-10340,Corporate,Smartphone X,Electronics,West,Gujarat,4377.34,4,0.0,3405.8,971.54,UPI,Same Day
2025-03-13,ORD-01042,CUST-10013,Small Business,Smartphone X,Electronics,North,Delhi,4214.8,4,0.0,2694.18,1520.62,UPI,Express
2025-07-27,ORD-01043,CUST-10011,Corporate,Bookshelf,Furniture,North,Haryana,3314.7,5,0.1,2007.35,1307.35,Debit Card,Express
2025-11-12,ORD-01044,CUST-10191,Consumer,Laptop Pro,Electronics,North,Delhi,8886.6,7,0.0,5772.8,3113.8,Credit Card,Standard
2025-04-04,ORD-01045,CUST-10327,Corporate,Conference Table,Furniture,West,Maharashtra,4941.03,6,0.05,4291.71,649.31,Bank Transfer,Standard
2025-01-21,ORD-01046,CUST-10023,Consumer,Laptop Pro,Electronics,East,West Bengal,1252.45,1,0.2,1088.01,164.44,UPI,Standard
2025-07-26,ORD-01047,CUST-10273,Corporate,Laptop Pro,Electronics,West,Gujarat,6857.53,5,0.15,4763.07,2094.46,Cash,Express
2025-05-26,ORD-01048,CUST-10329,Corporate,Ink Cartridge,Office Supplies,North,Delhi,693.49,3,0.0,470.0,223.48,UPI,Standard
2025-10-19,ORD-01049,CUST-10171,Consumer,Bookshelf,Furniture,South,Tamil Nadu,3537.26,6,0.05,2592.82,944.44,Debit Card,Standard
2025-11-09,ORD-01050,CUST-10304,Consumer,Office Chair,Furniture,West,Gujarat,4128.81,4,0.05,2756.01,1372.8,Cash,Standard
2025-12-13,ORD-01051,CUST-10265,Small Business,Office Chair,Furniture,North,Delhi,7312.58,7,0.15,6390.46,922.13,Bank Transfer,Standard
2025-05-24,ORD-01052,CUST-10075,Consumer,Ink Cartridge,Office Supplies,West,Maharashtra,1276.52,4,0.15,825.1,451.42,Cash,Standard
2025-11-26,ORD-01053,CUST-10299,Small Business,Standing Desk,Furniture,West,Maharashtra,2843.07,5,0.0,1963.83,879.24,UPI,Standard
2025-02-13,ORD-01054,CUST-10245,Corporate,Ink Cartridge,Office Supplies,West,Gujarat,238.28,1,0.0,168.9,69.39,Bank Transfer,Express
2025-05-17,ORD-01055,CUST-10005,Corporate,Mouse,Accessories,West,Gujarat,1912.29,7,0.05,1180.88,731.42,UPI,Standard
2025-04-08,ORD-01056,CUST-10199,Consumer,Bookshelf,Furniture,North,Uttar Pradesh,1888.07,2,0.15,1311.92,576.15,Bank Transfer,Standard
2025-12-03,ORD-01057,CUST-10230,Consumer,Mouse,Accessories,South,Telangana,1194.3,3,0.15,999.65,194.65,Credit Card,Standard
2025-08-08,ORD-01058,CUST-10281,Consumer,Notebook Pack,Office Supplies,West,Gujarat,1782.44,6,0.0,1108.87,673.57,Bank Transfer,Standard
2025-05-14,ORD-01059,CUST-10270,Corporate,Monitor 27,Electronics,East,Odisha,7922.84,7,0.1,5983.38,1939.46,UPI,Standard
2025-02-25,ORD-01060,CUST-10167,Small Business,Bookshelf,Furniture,North,Punjab,2896.67,4,0.0,2033.43,863.23,Cash,Standard
2025-10-13,ORD-01061,CUST-10105,Small Business,Ink Cartridge,Office Supplies,South,Kerala,1140.36,4,0.1,719.75,420.61,Debit Card,Same Day
2025-08-28,ORD-01062,CUST-10068,Consumer,Webcam,Accessories,North,Uttar Pradesh,240.81,1,0.15,140.56,100.25,Debit Card,Same Day
2025-11-08,ORD-01063,CUST-10032,Consumer,Bookshelf,Furniture,West,Rajasthan,6595.39,7,0.05,4366.17,2229.22,Debit Card,Express
2025-06-09,ORD-01064,CUST-10224,Consumer,Laptop Pro,Electronics,North,Delhi,1423.18,1,0.0,851.84,571.34,UPI,Express
2025-02-24,ORD-01065,CUST-10336,Small Business,Desk Organizer,Office Supplies,East,Odisha,299.48,1,0.1,207.55,91.93,Credit Card,Standard
2025-05-03,ORD-01066,CUST-10029,Consumer,Tablet Air,Electronics,South,Tamil Nadu,4001.58,4,0.05,3293.55,708.03,Bank Transfer,Standard
2025-08-15,ORD-01067,CUST-10246,Consumer,Ink Cartridge,Office Supplies,East,Jharkhand,312.02,1,0.15,248.34,63.68,Cash,Standard
2025-03-29,ORD-01068,CUST-10205,Corporate,Conference Table,Furniture,North,Uttar Pradesh,1974.23,2,,1706.16,268.07,Cash,Express
2025-01-26,ORD-01069,CUST-10061,Corporate,Desk Organizer,Office Supplies,West,Maharashtra,895.64,5,0.15,634.21,261.43,Debit Card,Standard
2025-10-28,ORD-01070,CUST-10075,Consumer,Webcam,Accessories,East,Jharkhand,1608.2,5,0.05,1274.24,333.96,Credit Card,Standard
2025-07-13,ORD-01071,CUST-10100,Corporate,Desk Organizer,Office Supplies,South,Tamil Nadu,974.14,3,0.0,759.44,,Debit Card,Standard
2025-05-25,ORD-01072,CUST-10240,Consumer,Notebook Pack,Office Supplies,North,Delhi,1406.93,6,0.05,907.63,499.3,Debit Card,Standard
2025-07-21,ORD-01073,CUST-10105,Consumer,Ink Cartridge,Office Supplies,East,Odisha,1043.76,5,0.0,700.44,343.32,Credit Card,Express
2025-09-27,ORD-01074,CUST-10290,Consumer,Mouse,Accessories,South,Telangana,617.63,2,0.05,456.4,161.23,Credit Card,Standard
2025-01-01,ORD-01075,CUST-10130,Consumer,Webcam,Accessories,South,Tamil Nadu,1478.91,5,0.1,1211.23,267.69,Cash,Standard
2025-06-10,ORD-01076,CUST-10039,Small Business,Laptop Pro,Electronics,East,Jharkhand,5935.34,5,0.0,4264.8,1670.54,Credit Card,Standard
2025-04-03,ORD-01077,CUST-10034,Corporate,Desk Organizer,Office Supplies,East,Jharkhand,1908.33,6,0.0,1237.21,671.12,UPI,Express
2025-02-03,ORD-01078,CUST-10141,Corporate,Laptop Pro,Electronics,East,Odisha,1819.58,2,0.0,1597.66,221.92,Bank Transfer,Standard
2025-01-14,ORD-01079,CUST-10143,Consumer,Webcam,Accessories,North,Uttar Pradesh,1024.8,2,0.0,629.92,394.88,Bank Transfer,Standard
2025-06-10,ORD-01080,CUST-10257,Corporate,Printer Paper,Office Supplies,East,West Bengal,624.61,3,0.15,541.39,83.22,Credit Card,Express
2025-07-18,ORD-01081,CUST-10168,Small Business,Office Chair,Furniture,West,Rajasthan,1834.46,3,0.2,1509.24,325.22,Bank Transfer,Standard
2025-07-05,ORD-01082,CUST-10058,Consumer,Smartphone X,Electronics,South,Karnataka,6671.83,7,0.0,5548.75,1123.08,Cash,Express
2025-10-13,ORD-01083,CUST-10075,Small Business,Conference Table,Furniture,South,Tamil Nadu,5540.84,6,0.15,4535.04,1005.8,Cash,Standard
2025-06-17,ORD-01084,CUST-10199,Corporate,Printer Paper,Office Supplies,South,Kerala,1429.19,4,0.1,918.19,511.01,Bank Transfer,Same Day
2025-08-04,ORD-01085,CUST-10117,Corporate,Laptop Pro,Electronics,South,Telangana,3841.92,4,0.2,2957.41,884.51,Debit Card,Standard
2025-10-25,ORD-01086,CUST-10236,Consumer,Smartphone X,Electronics,North,Punjab,5228.02,7,0.05,4219.14,1008.88,UPI,Standard
2025-08-28,ORD-01087,CUST-10324,Corporate,USB Hub,Accessories,North,Uttar Pradesh,1370.09,4,0.05,1101.15,268.94,Debit Card,Same Day
2025-11-29,ORD-01088,CUST-10125,Corporate,Printer Paper,Office Supplies,North,,413.07,2,0.05,273.23,139.84,Cash,Standard
2025-03-22,ORD-01089,CUST-10194,Small Business,Tablet Air,Electronics,East,Jharkhand,1294.42,1,0.15,821.09,473.32,Cash,Express
2025-10-15,ORD-01090,CUST-10292,Small Business,Monitor 27,Electronics,East,Jharkhand,2229.03,3,0.1,1512.25,716.77,Bank Transfer,Standard
2025-09-12,ORD-01091,CUST-10074,Consumer,Webcam,Accessories,West,Gujarat,2689.81,5,0.1,1947.3,742.51,Cash,Standard
2025-08-01,ORD-01092,CUST-10179,Small Business,Notebook Pack,Office Supplies,North,Uttar Pradesh,1192.54,4,0.05,896.95,295.59,Debit Card,Standard
2025-01-02,ORD-01093,CUST-10107,Small Business,Printer Paper,Office Supplies,West,Rajasthan,804.53,3,0.1,668.63,135.9,UPI,Standard
2025-07-17,ORD-01094,CUST-10220,Corporate,Monitor 27,Electronics,West,Gujarat,5192.01,4,0.15,4209.22,982.79,Debit Card,Express
2025-11-10,ORD-01095,CUST-10261,Consumer,Tablet Air,Electronics,North,Delhi,5139.41,7,0.05,4023.36,1116.05,Credit Card,Standard
2025-08-24,ORD-01096,CUST-10050,Consumer,Smartphone X,Electronics,East,West Bengal,9213.63,7,0.1,6072.21,3141.42,Cash,Standard
2025-01-02,ORD-01097,CUST-10066,Consumer,Printer Paper,Office Supplies,West,Maharashtra,395.43,2,0.05,286.16,109.27,Bank Transfer,Standard
2025-04-16,ORD-01098,CUST-10009,Consumer,Smartphone X,Electronics,South,Tamil Nadu,1368.91,1,0.1,931.73,437.19,Debit Card,Standard
2025-07-27,ORD-01099,CUST-10005,Small Business,Tablet Air,Electronics,South,Telangana,2221.82,2,0.1,1445.24,776.57,Credit Card,Standard
2025-10-24,ORD-01100,CUST-10018,Consumer,Desk Organizer,Office Supplies,West,Goa,998.03,6,,581.93,416.11,UPI,Same Day
2025-06-12,ORD-01101,CUST-10248,Corporate,USB Hub,Accessories,West,Gujarat,1769.51,4,0.2,1206.52,562.99,UPI,Standard
2025-11-09,ORD-01102,CUST-10317,Corporate,Printer Paper,Office Supplies,East,Odisha,1250.99,7,0.05,821.69,429.3,Credit Card,Standard
2025-10-18,ORD-01103,CUST-10144,Corporate,Office Chair,Furniture,South,Kerala,3071.31,5,0.05,2308.31,763.0,Credit Card,Standard
2025-04-08,ORD-01104,CUST-10309,Consumer,Conference Table,Furniture,South,Kerala,4161.08,4,0.05,2491.2,1669.88,Credit Card,Standard
2025-03-13,ORD-01105,CUST-10256,Corporate,Office Chair,Furniture,West,Maharashtra,1737.22,2,0.0,1148.58,588.65,Cash,Standard
